"","fnb_ipi","fnb_ipi_SA","fnb_ipi_growth","fnb_ipi_growth_SA"
"83",86.36,86.2688517900118,2.31015282549461,5.78230621584549
"84",87.71,86.7713315811941,1.56322371468272,0.884577258721867
"85",82.99,79.3874983849099,-5.38137042526508,-8.58790369059445
"86",76.89,88.6900945158752,-7.35028316664658,10.9743730788965
"87",84,82.5216484913051,9.2469761997659,-9.58459155171833
"88",78.52,81.3288437828373,-6.52380952380953,-0.820844884607355
"89",84.45,85.7552095595089,7.55221599592461,5.938180847833
"90",83.17,82.6065787358806,-1.51568975725281,-3.22230757081443
"91",87.83,85.3937073513486,5.60298184441505,3.63188246628598
"92",88.51,86.3019058743672,0.774222930661513,1.59608506850541
"93",87.93,85.3107079906325,-0.655293187210483,-0.595016247587895
"94",90.98,88.6475600040747,3.46866825884226,3.7797037243163
"95",84.1,83.8664396016741,-7.5621015607826,-5.14578993971741
"96",80.12,79.96929005583,-4.73246135552912,-4.17361586016241
"97",90.34,86.7718211640441,12.755866200699,8.84602641483818
"98",73.71,86.3291122784938,-18.4082355545716,0.528054928522653
"99",82.79,80.6910432359649,12.318545651879,-8.21194262122708
"100",80.4,82.6735622204471,-2.88682207996135,2.87815671119046
"101",84.39,85.9214537565052,4.96268656716417,4.37543225161532
"102",82.91,81.7253153982397,-1.75376229411068,-4.29421789714933
"103",89.73,87.8448648347975,8.22578699794959,7.73178191429386
"104",83.33,80.6195670717831,-7.13250863702218,-7.41420561943187
"105",86.82,83.7546806090073,4.18816752670106,4.49406122748239
"106",87.11,85.3032533178134,0.334024418336796,1.47169946919158
"107",82.48,82.114648835358,-5.31511881529101,-3.93823084560776
"108",85.05,85.6994825513164,3.11590688651794,4.92951707942624
"109",92.7,89.4296553584322,8.994708994709,4.39825492673729
"110",72.06,85.040666416623,-22.2653721682848,-3.53286421377744
"111",85.78,82.5061235825053,19.0396891479323,-2.88806262591156
"112",80.07,82.1411645129876,-6.65656330146888,-0.132823885247435
"113",82.25,84.0589489005931,2.72261770950419,2.8491649892982
"114",84.62,83.3751459115904,2.88145896656536,0.0168593949357771
"115",89.17,87.6308164969172,5.37697943748522,5.4651487340797
"116",85.32,82.3838083349168,-4.31759560390267,-5.16599591548738
"117",91.04,87.3054773995624,6.70417252695735,6.62032184034686
"118",89.83,88.4487995997457,-1.32908611599298,0.907472575749062
"119",83.32,82.57640844138,-7.24702215295559,-6.79447848933022
"120",88.73,90.3329941167937,6.49303888622181,9.70864474125479
"121",91.76,88.7968382857039,3.41485405161727,-1.86621654527788
"122",69.94,83.2919313218536,-23.7794245858762,-5.26024372607363
"123",88.05,83.6112767303652,25.893623105519,2.55812701046219
"124",92.93,94.8096983214514,5.54230550823397,12.8133884746924
"125",84.8,86.898234275208,-8.74852039169268,-7.9201847928203
"126",91.32,90.0274456190571,7.68867924528301,4.48732622736619
"127",84.81,83.629916316742,-7.12877792378448,-6.47147668695262
"128",90.48,87.3311093727358,6.68553236646622,5.25695332337718
"129",76.93,72.5392455817831,-14.9756852343059,-15.4625988255809
"130",98.8,97.856679602275,28.4284414402704,31.7507221406837
"131",87.32,86.2098640969306,-11.6194331983806,-12.103496448253
"132",73.83,76.3972951753146,-15.448923499771,-10.8426855652772
"133",94.18,91.4171700662837,27.5633211431667,21.5882485251458
"134",66.33,79.511300637079,-29.5710341898492,-11.5955457426225
"135",96.8,91.8116315117101,45.9369817578773,22.4403012866335
"136",90.51,92.3015763938914,-6.49793388429751,0.977015006141235
"137",89.28,91.4161950171714,-1.35896586012596,-0.325313235397143
"138",97.41,96.1406464377059,9.10618279569892,5.90968177619365
"139",82.51,81.4307047070444,-15.2961708243507,-14.4944932033245
"140",98.14,94.9142540143002,18.9431584050418,17.3498738680903
"141",100.81,96.3667948652085,2.72060321988995,2.28589136390451
"142",67.77,66.8966050459646,-32.774526336673,-29.3267902158664
"143",94.36,93.1637935883036,39.2356499926221,38.5763482571998
"144",90.69,93.7612660359846,-3.88935989826198,1.34523988221684
"145",82.6,80.0455057518075,-8.92049840114677,-15.3024607577577
"146",82.49,95.5079103437034,-0.133171912832929,17.3119379663365
"147",101.14,95.6084631709089,22.608801066796,-1.03843897810003
"148",90.63,92.3377061490692,-10.3915364840815,-2.70478590911176
"149",81.05,83.2261822467568,-10.5704512854463,-9.32688641964137
"150",94.14,92.8924985809867,16.1505243676743,12.9601300164693
"151",94.96,93.9767692589889,0.871043127257269,1.81510817229017
"152",102.66,99.3485446557326,8.10867733782646,6.34545471674867
"153",108.75,104.241359986728,5.93220338983051,5.54198129245687
"154",96.59,95.7694875568835,-11.1816091954023,-7.61860901729417
"155",100.17,98.8666213760413,3.70638782482658,2.86027935182014
"156",102.61,106.161187085399,2.43585903963262,8.2858755251196
"157",97.79,95.3401002648278,-4.69739791443328,-11.4990797552094
"158",80.14,93.133778915936,-18.0488802536047,-0.78616867588865
"159",105.46,99.6744879786082,31.5947092587971,7.76753257864626
"160",93.46,95.0881089402674,-11.3787217902522,-3.57392211465249
"161",95.31,97.5343755466576,1.97945645195807,3.40623394286008
"162",100.85,99.5650165622326,5.81261147833385,2.5383798226923
"163",97.4,96.5053298422833,-3.42092216162617,-2.30706381750529
"164",95.67,92.2903567743328,-1.77618069815195,-3.69848597935696
"165",111.03,106.425462554307,16.0551897146441,15.6560707664525
"166",99.02,98.3090524622608,-10.8168963343241,-7.05380947729118
"167",103.1,101.72296858049,4.12037972126843,3.04759615703484
"168",93.53,97.2864448741561,-9.28225024248302,-3.13194680815965
"169",107.72,105.38050529949,15.1716026943227,8.25125129653457
"170",85.74,98.7168725926142,-20.404753063498,-3.32439465658464
"171",114.07,108.039152473557,33.0417541404245,9.03408931798797
"172",100.4,101.956932792526,-11.9838695537828,-4.06216892226553
"173",102.7,104.98077128143,2.29083665338645,3.89904332084668
"174",96.97,95.6544218728514,-5.57935735150925,-8.93984506395255
"175",104.25,103.449462649452,7.50747653913582,8.78828353067851
"176",106.51,103.065996459654,2.16786570743406,0.0832072151346988
"177",97.9,93.2016480314542,-8.08374800488217,-8.49513229188605
"178",104.43,103.829119951508,6.67007150153218,10.6297786124681
"179",100.63,99.1782380431106,-3.63880111079193,-4.94156256913354
"180",78.71,82.6694680556589,-21.7827685580841,-15.3353173556644
