"","rsi","rsi_SA","rsi_rate","rsi_rate_SA"
"106",103.895,106.124,6.78678616946922,2.43431593984671
"107",103.063,103.617,-0.800808508590398,-2.36233085824129
"108",124.413,104.301,20.7154847035308,0.660123338834359
"109",111.573,104.156,-10.3204649031854,-0.139020718880927
"110",104.505,103.692,-6.33486596219515,-0.445485617727268
"111",97.646,103.245,-6.56332232907516,-0.431084365235494
"112",95.243,102.714,-2.46093029924421,-0.514310620369031
"113",100.897,102.4,5.93639427569481,-0.305703214751634
"114",97.552,101.391,-3.31526209897222,-0.9853515625
"115",101.578,102.265,4.12702968673118,0.862009448570381
"116",102.82,104.408,1.22270570399101,2.09553610717254
"117",95.154,101.968,-7.45574790896712,-2.33698567159604
"118",99.023,100.366,4.06604031359691,-1.57108112348973
"119",100.672,100.732,1.6652696848207,0.364665324910826
"120",119.143,100.083,18.3477034329307,-0.644283842274551
"121",112.182,99.79,-5.84255894177585,-0.292757011680297
"122",94.219,96.716,-16.0123727514218,-3.08046898486824
"123",95.024,98.691,0.85439242615609,2.04206129285745
"124",90.763,97.563,-4.48413032497053,-1.14296136425814
"125",97.166,99.376,7.05463680133974,1.85828644055636
"126",94.53,97.938,-2.71288310725974,-1.44702946385445
"127",97.901,98.899,3.56606368348672,0.981233024974983
"128",95.918,98.294,-2.02551557185319,-0.611735204602679
"129",92.623,97.837,-3.43522592214183,-0.46493173540602
"130",97.865,98.851,5.65950141973375,1.03641771517932
"131",97.197,98.201,-0.682572932100334,-0.657555310517856
"132",118.781,98.549,22.2064467010299,0.354375210028425
"133",115.253,98.608,-2.97017199720494,0.0598686947609793
"134",89.606,100.349,-22.2527830078176,1.76557682946617
"135",95.824,98.634,6.93926745976832,-1.70903546622289
"136",92.465,99.547,-3.50538487226581,0.925644301153757
"137",96.966,99.675,4.86778781160438,0.128582478628186
"138",97.764,100.928,0.822968875688388,1.25708552796589
"139",98.78,100.215,1.03923734708073,-0.706444197844002
"140",98.417,100.635,-0.367483296213808,0.419098937284839
"141",94.516,99.434,-3.96374610077527,-1.1934217717494
"142",97.979,99.625,3.66392991662787,0.192087213629143
"143",101.033,100.828,3.1169944579961,1.20752823086575
"144",121.396,101.036,20.1548009066345,0.206291903042804
"145",105.92,100.732,-12.7483607367623,-0.30088285363633
"146",101.493,101.266,-4.17956948640484,0.530119525076446
"147",97.766,101.806,-3.67217443567536,0.533249066814125
"148",93.653,100.779,-4.20698402307551,-1.00878140777557
"149",98.369,101.335,5.0356101779975,0.551702239553873
"150",96.709,100.075,-1.68752350842237,-1.24340060196377
"151",98.098,100.474,1.43626756558334,0.398700974269299
"152",99.81,100.94,1.74519358192828,0.463801580508384
"153",96.034,100.817,-3.78318805730888,-0.121854567069551
"154",98.671,100.71,2.74590249286711,-0.106132894253945
"155",102.76,101.671,4.14407475347366,0.954225002482388
"156",117.732,98.158,14.5698715453484,-3.4552625625793
"157",111.138,99.023,-5.60085618183671,0.881232298946591
"158",90.731,98.867,-18.3618564307438,-0.157539157569445
"159",97.094,99.089,7.01303854250477,0.22454408447712
"160",92.24,99.989,-4.99927904916885,0.908274379598145
"161",98.022,99.049,6.26843018213358,-0.940103411375249
"162",94.313,98.946,-3.78384444308421,-0.103988934769668
"163",96.486,99.428,2.30403019732169,0.487134396539526
"164",98.788,99.126,2.38583835996931,-0.303737377801014
"165",95.214,99.742,-3.6178483216585,0.621431309646308
"166",97.576,99.644,2.48072762408889,-0.0982534940145565
"167",100.343,98.895,2.83573829630238,-0.751675966440538
"168",116.537,98.316,16.1386444495381,-0.585469437281959
