"","tourism","tourism_SA","tourism_growth","tourism_growth_SA"
"45",745794,823143.196259382,-12.2611809660053,0.809139306518528
"46",849400,849256.332339668,13.8920398930536,4.40527991330233
"47",765325,802088.478175512,-9.89816340946551,-5.52408114306469
"48",888001,807132.412075016,16.0292686113743,3.11440082251261
"49",772138,768037.683948312,-13.0476204418689,-4.22111816989234
"50",689935,755430.94792876,-10.6461539258526,-2.40004287234139
"51",791236,769209.91276336,14.6826874995471,4.58139393720631
"52",778975,787730.623090154,-1.54960087761426,2.24944253928878
"53",726391,761044.600133835,-6.75040919156584,-3.45352782207149
"54",750404,775511.258165016,3.30579536365401,2.18063507544932
"55",882107,777132.198433902,17.5509458904803,3.49183295492508
"56",844649,793726.786056488,-4.24642361981029,1.67360504541418
"57",799496,885663.039795742,-5.34577084682513,8.22157226473974
"58",844953,854754.691840463,5.68570699540711,-3.17786434981447
"59",830173,878935.975917061,-1.74920971935717,2.81155990549089
"60",972233,888420.898017044,17.1120959125387,3.26448416503236
"61",908495,898187.884353042,-6.55583589530493,1.41944121670857
"62",857387,920141.559023004,-5.62556755953528,2.40450081726794
"63",928903,901406.566708206,8.34115749364056,-1.41022543712435
"64",939013,944346.095736851,1.08838059517517,4.66488528599558
"65",946676,979876.580483194,0.816069639078479,4.11775842655274
"66",951032,979040.210210603,0.460136308515268,0.183816440940285
"67",1095047,987191.521555748,15.1430235785967,1.54522329606598
"68",996899,936452.187265856,-8.96290296215596,-3.8256040381952
"69",947585,1042489.82658156,-4.9467398402446,9.1088377277034
"70",978913,998519.787234312,3.30608863584797,-4.94434595141366
"71",964170,1024732.00219526,-1.50605825032459,3.2335535990332
"72",1127581,1040583.45229247,16.9483597290934,2.16236563163704
"73",1055990,1038804.2438714,-6.34907824803717,0.772115975224223
"74",990118,1048458.69753811,-6.23793785926003,1.5586801988336
"75",1071960,1044452.00961308,8.26588346035523,-0.39876690330825
"76",1103320,1107988.4726832,2.92548229411545,6.24752161617748
"77",1054104,1087027.98320588,-4.46071855853243,-1.24071211591965
"78",1080066,1114728.2198291,2.46294483276792,2.85037254618539
"79",1273870,1151695.49533456,17.9437182542548,3.30186805705216
"80",1178511,1103594.42711568,-7.48577170354903,-2.67518420766716
"81",1033747,1140982.28926167,-12.2836358761183,2.95195712498695
"82",1085193,1119234.91665045,4.97665289476052,-2.40081850239986
"83",1027787,1099483.03317417,-5.28993460149485,-1.06694283932423
"84",1216637,1127073.04339808,18.3744297213333,3.10384442001287
"85",1198507,1174309.25997356,-1.49017332203443,4.85544728654673
"86",1134554,1188383.84979527,-5.3360556091871,2.22151827604481
"87",1243133,1215552.82341829,9.57019233989744,1.98615601631987
"88",1201953,1205940.03565094,-3.31259808886097,-0.25166733543623
"89",1146448,1179122.38707102,-4.61790103273589,-1.48535479919792
"90",1157739,1199137.56491119,0.984868044603855,2.03113081046604
"91",1283611,1147255.13889813,10.872225950754,-4.81601672338361
"92",1313604,1224429.360287,2.33661132539375,6.82071479721841
"93",1051348,1171199.46880002,-19.9646164293044,-3.54431821947225
"94",1192580,1241437.60611838,13.4334207132177,6.93806465327644
"95",1212079,1295384.4673984,1.63502658102601,5.35574415693364
"96",1360536,1268981.14288998,12.2481290410939,-3.48750780936015
"97",1291718,1259968.64050079,-5.05815355124745,0.535954844607452
"98",1221365,1270963.83300081,-5.44646741781101,1.9295782478572
"99",1368891,1339512.74637431,12.0787807084696,5.19398160912969
"100",1274246,1275245.05162866,-6.91399096056589,-4.01404245263657
"101",1288282,1324469.65517022,1.1015141503289,4.56920624404486
"102",1288950,1334112.2219031,0.0518520013475311,1.22362621886632
"103",1419657,1269392.32406578,10.1405795414873,-6.20933336349345
"104",1483520,1384277.5584385,4.49848097110781,8.94246675594203
"105",1176142,1307982.04026527,-20.7195049611734,-3.33992845848401
"106",1203746,1262372.80504099,2.34699551584758,-4.04872250076945
"107",1184002,1274998.78851059,-1.64021313466462,1.70460393734322
"108",1367404,1275690.26023192,15.4900076182304,-0.249354765108841
"109",1345842,1307197.57591101,-1.5768565837163,3.07943056162084
"110",1238239,1284065.43348941,-7.99521786361252,-0.782621556867108
"111",1297551,1266635.34901345,4.79002841939238,-1.38748838336869
"112",1245307,1243321.99565332,-4.02635426276116,-1.28937671628572
"113",1208532,1247980.09968018,-2.95308707009597,0.836401160710094
"114",1181422,1229808.1805022,-2.24321739101654,-0.970642452058435
"115",1408400,1243399.93603707,19.2122713137219,2.16550459888036
"116",1362935,1252534.89862645,-3.22813121272366,1.13008045730185
"117",1098626,1241101.46899975,-19.3926342782304,-1.10704474197987
"118",1203527,1270383.43902497,9.5483813417851,3.1914272777184
"119",1144230,1241192.12247629,-4.92693558183572,-2.02180375886713
"120",1360541,1266896.27239977,18.9045034652124,3.09472014948297
"121",1252608,1202375.18571146,-7.93309426176793,-4.27805025436079
"122",1188818,1259423.13044825,-5.09257485182914,3.62747955863654
"123",1201648,1170277.26992754,1.07922322845044,-4.88569586488108
"124",1208624,1204772.46465009,0.580536063805707,3.17229352673923
"125",1222836,1264792.22232533,1.17588265664094,5.18121351124775
"126",1184747,1231491.50353384,-3.11480852706332,-2.15037840017339
"127",1519233,1347550.43571769,28.2326944064851,11.0855040589244
"128",1445062,1328861.31179238,-4.88213460344792,-0.674143099909003
"129",1131976,1273996.81670149,-21.6659216005957,-3.45258002457637
"130",1246947,1312909.46263637,10.1566640988855,3.71025973329081
"131",1203992,1298816.95414146,-3.44481361276782,-0.909052565093742
"132",1424978,1327051.82250915,18.354440893295,2.43160279476048
"133",1412123,1351494.4786609,-0.902119190612066,2.10419717411193
"134",1335099,1431680.19227526,-5.45448236449658,4.79892304707783
"135",1406607,1375983.23742897,5.35600730732328,-0.369664103126547
"136",1393975,1389376.2950416,-0.898047571212144,1.57589685769535
"137",1357546,1403047.02117261,-2.61331802937642,1.63600493666099
"138",1270542,1316546.4046877,-6.40891726689188,-5.72374002632628
"139",1622417,1444818.41544062,27.6948735264163,10.4773152435334
"140",1481908,1360525.32890544,-8.66047384858517,-4.57148304248282
"141",1144144,1286180.89225517,-22.7925080369362,-4.61877376494931
"142",1237675,1303080.19356744,8.17475772280412,1.67296489902905
"143",1235433,1328323.47259402,-0.181146100551437,2.01916146377493
"144",1506134,1404012.21401145,21.9114270057543,5.90930686496073
"145",1480479,1415620.39670402,-1.70336769503909,0.684197567556131
"146",1361010,1471274.37145699,-8.06961800876608,3.00512711708687
"147",1480161,1450193.59024212,8.75460136222364,3.17707702334604
"148",1470750,1466049.7786006,-0.635809212646462,1.81327236385444
"149",1363897,1410610.89283464,-7.26520482746898,-2.92434837691006
"150",1387601,1433874.9828253,1.73796115102533,2.38414505751286
"151",1632135,1451538.9638128,17.622789260025,0.278131273220687
"152",1559283,1435792.1818089,-4.46360135650544,-0.38130638440952
"153",1320050,1462537.64880814,-15.3425003671559,2.85598605018737
"154",1402299,1467695.68533216,6.23074883527139,-0.32315112351265
"155",1397330,1489741.85258304,-0.354346683553222,1.71303413174976
"156",1569616,1465768.03606365,12.3296572749458,-3.75049528952926
"157",1563359,1493468.26136792,-0.398632531778473,1.74470173513159
"158",1491970,1615203.94148085,-4.56638558386142,7.27085330481877
"159",1584406,1554469.77811875,6.19556693499199,0.713894290928597
"160",1544248,1538940.06544949,-2.53457762719909,-0.156103705169494
"161",1470891,1518430.53601297,-4.7503380286068,-0.354028456418959
"162",1544679,1590959.45689603,5.0165511924405,5.59732584112949
"163",1732896,1549163.53253493,12.1848617091318,-5.30320818945575
"164",1683122,1557488.89557247,-2.87230162687201,1.19708901921447
"165",1415149,1558158.10673138,-15.9211869371323,2.3044653480068
"166",1467380,1532911.21304751,3.69084810150733,-2.90412305540394
"167",1406985,1499133.60310307,-4.11583911461244,-2.16454399001667
"168",1603217,1497892.36724991,13.946985930909,-2.18855287749693
"169",1624543,1552549.95002794,1.33020046568867,3.25409814104937
"170",1499048,1627642.83933391,-7.72494172207199,4.43836039252314
"171",1564644,1534875.86383991,4.3758438689088,-1.02041771044093
"172",1596631,1590958.059374,2.04436280713057,4.38745411356955
"173",1487695,1536119.35902483,-6.82286639805941,-2.35315237438057
"174",1551536,1597932.60836414,4.29126937981239,4.82869864995577
"175",1802058,1616166.13120716,16.1467088098504,-1.42550026987701
"176",1735759,1608908.73193595,-3.6790713728415,0.408322170214179
"177",1463030,1606487.45037182,-15.7123771214783,2.51976346796956
"178",1529751,1595547.67865612,4.56046697607021,-2.04603006762388
"179",1532974,1625121.40868786,0.210687883191447,2.08438634706522
"180",1724116,1617982.98278074,12.4687046225181,-3.69348135879307
