month,level_1,level_2,value
1986-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,58.74
1986-10,Export Price Index - Overall Items,Chemicals & Chemical Products,90.821
1986-10,Export Price Index - Overall Items,Manufactured Goods,82.627
1986-10,Export Price Index - Overall Items,Machinery & Transport Equipment,348.769
1986-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.56
1986-11,Export Price Index - Overall Items,Food & Live Animals,84.612
1986-11,Export Price Index - Overall Items,Beverages & Tobacco,71.848
1986-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.052
1986-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",23.134
1986-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,57.863
1986-11,Export Price Index - Overall Items,Chemicals & Chemical Products,90.739
1986-11,Export Price Index - Overall Items,Manufactured Goods,82.627
1986-11,Export Price Index - Overall Items,Machinery & Transport Equipment,358.547
1986-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.909
1986-12,Export Price Index - Overall Items,Food & Live Animals,83.112
1986-12,Export Price Index - Overall Items,Beverages & Tobacco,71.695
1986-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.613
1986-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",24.329
1986-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,61.609
1986-12,Export Price Index - Overall Items,Chemicals & Chemical Products,91.319
1986-12,Export Price Index - Overall Items,Manufactured Goods,83.549
1986-12,Export Price Index - Overall Items,Machinery & Transport Equipment,358.797
1986-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.56
1987-01,Export Price Index - Overall Items,Food & Live Animals,83.612
1987-01,Export Price Index - Overall Items,Beverages & Tobacco,71.924
1987-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),48.624
1987-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",27.614
1987-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.833
1987-01,Export Price Index - Overall Items,Chemicals & Chemical Products,90.325
1987-01,Export Price Index - Overall Items,Manufactured Goods,83.465
1987-01,Export Price Index - Overall Items,Machinery & Transport Equipment,352.28
1987-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,123.259
1987-02,Export Price Index - Overall Items,Food & Live Animals,82.755
1987-02,Export Price Index - Overall Items,Beverages & Tobacco,72
1987-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.467
1987-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",28.669
1987-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.594
1987-02,Export Price Index - Overall Items,Chemicals & Chemical Products,90.241
1987-02,Export Price Index - Overall Items,Manufactured Goods,83.801
1987-02,Export Price Index - Overall Items,Machinery & Transport Equipment,340.244
1987-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.793
1987-03,Export Price Index - Overall Items,Food & Live Animals,82.183
1987-03,Export Price Index - Overall Items,Beverages & Tobacco,72
1987-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.073
1987-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",27.514
1987-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.877
1987-03,Export Price Index - Overall Items,Chemicals & Chemical Products,91.237
1987-03,Export Price Index - Overall Items,Manufactured Goods,84.473
1987-03,Export Price Index - Overall Items,Machinery & Transport Equipment,340.244
1987-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.075
1987-04,Export Price Index - Overall Items,Food & Live Animals,82.684
1987-04,Export Price Index - Overall Items,Beverages & Tobacco,72
1987-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.185
1987-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",28.211
1987-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,66.072
1987-04,Export Price Index - Overall Items,Chemicals & Chemical Products,93.393
1987-04,Export Price Index - Overall Items,Manufactured Goods,85.731
1987-04,Export Price Index - Overall Items,Machinery & Transport Equipment,342.251
1987-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.423
1987-05,Export Price Index - Overall Items,Food & Live Animals,83.54
1987-05,Export Price Index - Overall Items,Beverages & Tobacco,72.535
1987-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.803
1987-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",28.29
1987-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.558
1987-05,Export Price Index - Overall Items,Chemicals & Chemical Products,94.388
1987-05,Export Price Index - Overall Items,Manufactured Goods,86.57
1987-05,Export Price Index - Overall Items,Machinery & Transport Equipment,344.007
1987-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,123.842
1987-06,Export Price Index - Overall Items,Food & Live Animals,82.898
1987-06,Export Price Index - Overall Items,Beverages & Tobacco,72.688
1987-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.87
1987-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",29.028
1987-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.355
1987-06,Export Price Index - Overall Items,Chemicals & Chemical Products,95.3
1987-06,Export Price Index - Overall Items,Manufactured Goods,86.318
1987-06,Export Price Index - Overall Items,Machinery & Transport Equipment,342.501
1987-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.308
1987-07,Export Price Index - Overall Items,Food & Live Animals,83.612
1987-07,Export Price Index - Overall Items,Beverages & Tobacco,72.688
1987-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),52.274
1987-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",29.864
1987-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.196
1987-07,Export Price Index - Overall Items,Chemicals & Chemical Products,97.79
1987-07,Export Price Index - Overall Items,Manufactured Goods,86.905
1987-07,Export Price Index - Overall Items,Machinery & Transport Equipment,338.741
1987-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.889
1987-08,Export Price Index - Overall Items,Food & Live Animals,83.04
1987-08,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1987-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),52.835
1987-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",30.899
1987-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,66.312
1987-08,Export Price Index - Overall Items,Chemicals & Chemical Products,97.291
1987-08,Export Price Index - Overall Items,Manufactured Goods,87.66
1987-08,Export Price Index - Overall Items,Machinery & Transport Equipment,339.741
1987-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,125.006
1987-09,Export Price Index - Overall Items,Food & Live Animals,84.756
1987-09,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1987-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.014
1987-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",29.346
1987-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.196
1987-09,Export Price Index - Overall Items,Chemicals & Chemical Products,98.038
1987-09,Export Price Index - Overall Items,Manufactured Goods,87.995
1987-09,Export Price Index - Overall Items,Machinery & Transport Equipment,338.49
1987-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.308
1987-10,Export Price Index - Overall Items,Food & Live Animals,85.184
1987-10,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1987-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.474
1987-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",29.406
1987-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.877
1987-10,Export Price Index - Overall Items,Chemicals & Chemical Products,98.37
1987-10,Export Price Index - Overall Items,Manufactured Goods,88.75
1987-10,Export Price Index - Overall Items,Machinery & Transport Equipment,337.486
1987-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,125.123
1987-11,Export Price Index - Overall Items,Food & Live Animals,85.113
1987-11,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1987-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.306
1987-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",28.728
1987-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,65.435
1987-11,Export Price Index - Overall Items,Chemicals & Chemical Products,98.618
1987-11,Export Price Index - Overall Items,Manufactured Goods,89.086
1987-11,Export Price Index - Overall Items,Machinery & Transport Equipment,335.48
1987-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,125.123
1987-12,Export Price Index - Overall Items,Food & Live Animals,84.684
1987-12,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1987-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.923
1987-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.837
1987-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.296
1987-12,Export Price Index - Overall Items,Chemicals & Chemical Products,101.853
1987-12,Export Price Index - Overall Items,Manufactured Goods,89.337
1987-12,Export Price Index - Overall Items,Machinery & Transport Equipment,324.699
1987-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.656
1988-01,Export Price Index - Overall Items,Food & Live Animals,85.327
1988-01,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1988-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),57.103
1988-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.619
1988-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,77.39
1988-01,Export Price Index - Overall Items,Chemicals & Chemical Products,103.762
1988-01,Export Price Index - Overall Items,Manufactured Goods,90.848
1988-01,Export Price Index - Overall Items,Machinery & Transport Equipment,321.69
1988-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,125.589
1988-02,Export Price Index - Overall Items,Food & Live Animals,84.97
1988-02,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1988-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),56.597
1988-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",25.902
1988-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,73.962
1988-02,Export Price Index - Overall Items,Chemicals & Chemical Products,104.425
1988-02,Export Price Index - Overall Items,Manufactured Goods,91.183
1988-02,Export Price Index - Overall Items,Machinery & Transport Equipment,322.192
1988-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,126.056
1988-03,Export Price Index - Overall Items,Food & Live Animals,83.969
1988-03,Export Price Index - Overall Items,Beverages & Tobacco,74.443
1988-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),58.169
1988-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",25.006
1988-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.412
1988-03,Export Price Index - Overall Items,Chemicals & Chemical Products,104.59
1988-03,Export Price Index - Overall Items,Manufactured Goods,92.357
1988-03,Export Price Index - Overall Items,Machinery & Transport Equipment,321.438
1988-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,126.639
1988-04,Export Price Index - Overall Items,Food & Live Animals,83.469
1988-04,Export Price Index - Overall Items,Beverages & Tobacco,74.443
1988-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),61.089
1988-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",24.587
1988-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,73.644
1988-04,Export Price Index - Overall Items,Chemicals & Chemical Products,105.918
1988-04,Export Price Index - Overall Items,Manufactured Goods,92.609
1988-04,Export Price Index - Overall Items,Machinery & Transport Equipment,324.951
1988-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,126.289
1988-05,Export Price Index - Overall Items,Food & Live Animals,82.826
1988-05,Export Price Index - Overall Items,Beverages & Tobacco,74.367
1988-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),62.942
1988-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.36
1988-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,73.883
1988-05,Export Price Index - Overall Items,Chemicals & Chemical Products,107.411
1988-05,Export Price Index - Overall Items,Manufactured Goods,92.693
1988-05,Export Price Index - Overall Items,Machinery & Transport Equipment,324.198
1988-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,126.639
1988-06,Export Price Index - Overall Items,Food & Live Animals,83.326
