"","RSI Current","RSI Chained","Tourism","Overall employment changes","Food & Accomodation employment changes","CPI","ULC","IPI","AICc","RMSE","pVal","RMSE_forecast"
"210",1,1,0,1,0,0,0,1,513.402537406776,1.79885068067812,0.35427929970152,2.82782163135132
"211",1,1,0,1,0,0,1,0,513.273137142257,1.79619612796035,0.365057969389119,2.77234035387398
"212",1,1,0,1,0,0,1,1,515.571694542095,1.79614219138735,0.302363652803492,2.76704230997879
"213",1,1,0,1,0,1,0,0,502.968185576351,1.72290470456414,0.0620000437078827,2.67239325424789
"214",1,1,0,1,0,1,0,1,505.148397631179,1.72133656000356,0.0403575451611894,2.67717324304402
"215",1,1,0,1,0,1,1,0,504.162655491768,1.71235493123041,0.0344779210741852,2.67668867952033
"216",1,1,0,1,0,1,1,1,506.419632419396,1.71137167814812,0.0230562908082091,2.70149213035096
"217",1,1,0,1,1,0,0,0,513.389160062134,1.79916272141586,0.347492025493293,2.83025104104896
"218",1,1,0,1,1,0,0,1,515.688535800735,1.79912655915047,0.286617655351719,2.82570404255526
"219",1,1,0,1,1,0,1,0,515.54541722976,1.79643850396572,0.294131771201888,2.76405056949652
"220",1,1,0,1,1,0,1,1,517.886475813127,1.79638447394036,0.236653398896865,2.75930655699616
"221",1,1,0,1,1,1,0,0,505.262892882499,1.72290601958703,0.0416494482180115,2.67003404332184
"222",1,1,0,1,1,1,0,1,507.489078089125,1.72134401370638,0.0270307094291233,2.67569662110079
"223",1,1,0,1,1,1,1,0,506.44664116331,1.71189383803088,0.0174172405085282,2.66964684091115
"224",1,1,0,1,1,1,1,1,508.759886869924,1.71100765333523,0.0115847842225114,2.69399580498586
"225",1,1,1,0,0,0,0,0,508.967092649444,1.79142083830584,0.33152205664402,2.55981103578116
"226",1,1,1,0,0,0,0,1,511.179840650218,1.79146180996384,0.28368993804082,2.56731017409565
"227",1,1,1,0,0,0,1,0,511.224042224308,1.79158115854683,0.275090154812582,2.5620446466864
"228",1,1,1,0,0,0,1,1,513.476863570308,1.79165907594367,0.230703716128511,2.57114499497393
"229",1,1,1,0,0,1,0,0,500.822837627405,1.71108948244439,0.107782762595208,2.63310704034363
"230",1,1,1,0,0,1,0,1,503.052149565539,1.71124144668662,0.0866042583740432,2.60647873430904
"231",1,1,1,0,0,1,1,0,502.902749313395,1.70827036263679,0.0717846947973965,2.66154278295915
"232",1,1,1,0,0,1,1,1,505.174068252769,1.70840153894134,0.0556004393589586,2.62980301413886
"233",1,1,1,0,1,0,0,0,510.961248760827,1.78861148278819,0.293305915579632,2.59064443564196
"234",1,1,1,0,1,0,0,1,513.230777081763,1.78867887616103,0.242838013746331,2.59749736814959
"235",1,1,1,0,1,0,1,0,513.247697572256,1.78893487139122,0.240352992426617,2.59807925976228
"236",1,1,1,0,1,0,1,1,515.558087736367,1.78902136033774,0.19435656401692,2.60726700350783
"237",1,1,1,0,1,1,0,0,502.706025101063,1.70856167275392,0.129077004728967,2.64520849540877
"238",1,1,1,0,1,1,0,1,505.014996845676,1.708700697964,0.0998028078589314,2.62819334169032
"239",1,1,1,0,1,1,1,0,504.893985532462,1.70646434849057,0.0863453359223265,2.66499584019549
"240",1,1,1,0,1,1,1,1,507.244319587899,1.70658316032735,0.0641561030269336,2.64432883006287
"241",1,1,1,1,0,0,0,0,509.944587363282,1.7821263204816,0.276811917118251,2.6717067597614
"242",1,1,1,1,0,0,0,1,512.226236777476,1.7821995591548,0.226674057715188,2.68785131430566
"243",1,1,1,1,0,0,1,0,512.241003587798,1.78230188055853,0.224545846054919,2.67794210149442
"244",1,1,1,1,0,0,1,1,514.564080548894,1.78239766936801,0.179409886849965,2.69584491816958
"245",1,1,1,1,0,1,0,0,501.768453001159,1.70331799916665,0.104986874718037,2.62888494844863
"246",1,1,1,1,0,1,0,1,504.091225948399,1.70346224210618,0.0804854498401615,2.6220070083324
"247",1,1,1,1,0,1,1,0,503.855733943423,1.70041213636903,0.0691069966866555,2.64161462215205
"248",1,1,1,1,0,1,1,1,506.224737079789,1.70054697185361,0.050896030525554,2.63166937043486
"249",1,1,1,1,1,0,0,0,512.242210061649,1.78221269030416,0.221846086131691,2.67093498804057
"250",1,1,1,1,1,0,0,1,514.565458650064,1.78229771815765,0.176915544269693,2.68753765886044
"251",1,1,1,1,1,0,1,0,514.581590435825,1.78235461613254,0.17540899371661,2.67674558592512
"252",1,1,1,1,1,0,1,1,516.94759964596,1.78246131655882,0.136193695893716,2.69482106832153
"253",1,1,1,1,1,1,0,0,504.110338387255,1.70330638272929,0.0792075958784245,2.62939878678658
"254",1,1,1,1,1,1,0,1,506.476802732873,1.70345612246229,0.0585518435530227,2.62227133596962
"255",1,1,1,1,1,1,1,0,506.236918761401,1.70037777952291,0.046289964770088,2.64008070781035
"256",1,1,1,1,1,1,1,1,508.649120647289,1.70051926976147,0.032648832467894,2.62943991512861
