month,level_1,level_2,value
2015-02,Total,Other Eating Places,88.8
2015-03,Total,Restaurants,96.9
2015-03,Total,Fast Food Outlets,100.2
2015-03,Total,Food Caterers,96
2015-03,Total,Other Eating Places,99
2015-04,Total,Restaurants,88.4
2015-04,Total,Fast Food Outlets,97.8
2015-04,Total,Food Caterers,93.5
2015-04,Total,Other Eating Places,96.5
2015-05,Total,Restaurants,96.5
2015-05,Total,Fast Food Outlets,103.4
2015-05,Total,Food Caterers,97.9
2015-05,Total,Other Eating Places,99.5
2015-06,Total,Restaurants,87.4
2015-06,Total,Fast Food Outlets,98.6
2015-06,Total,Food Caterers,94.3
2015-06,Total,Other Eating Places,96.7
2015-07,Total,Restaurants,93.7
2015-07,Total,Fast Food Outlets,94.8
2015-07,Total,Food Caterers,100.2
2015-07,Total,Other Eating Places,100.5
2015-08,Total,Restaurants,94.8
2015-08,Total,Fast Food Outlets,107.7
2015-08,Total,Food Caterers,106.6
2015-08,Total,Other Eating Places,100.8
2015-09,Total,Restaurants,89.9
2015-09,Total,Fast Food Outlets,102.7
2015-09,Total,Food Caterers,97.9
2015-09,Total,Other Eating Places,98.6
2015-10,Total,Restaurants,96.6
2015-10,Total,Fast Food Outlets,104.7
2015-10,Total,Food Caterers,94.7
2015-10,Total,Other Eating Places,99.2
2015-11,Total,Restaurants,93.3
2015-11,Total,Fast Food Outlets,99.9
2015-11,Total,Food Caterers,95.7
2015-11,Total,Other Eating Places,94.3
2015-12,Total,Restaurants,99.1
2015-12,Total,Fast Food Outlets,107
2015-12,Total,Food Caterers,101.2
2015-12,Total,Other Eating Places,99.3
2016-01,Total,Restaurants,93.7
2016-01,Total,Fast Food Outlets,103.3
2016-01,Total,Food Caterers,103.1
2016-01,Total,Other Eating Places,100.7
2016-02,Total,Restaurants,100.7
2016-02,Total,Fast Food Outlets,96.8
2016-02,Total,Food Caterers,102
2016-02,Total,Other Eating Places,93.9
2016-03,Total,Restaurants,86.6
2016-03,Total,Fast Food Outlets,101.4
2016-03,Total,Food Caterers,95.2
2016-03,Total,Other Eating Places,106.1
2016-04,Total,Restaurants,87.5
2016-04,Total,Fast Food Outlets,99.3
2016-04,Total,Food Caterers,89.7
2016-04,Total,Other Eating Places,101.7
2016-05,Total,Restaurants,92.3
2016-05,Total,Fast Food Outlets,104.2
2016-05,Total,Food Caterers,94.1
2016-05,Total,Other Eating Places,105.4
2016-06,Total,Restaurants,84.1
2016-06,Total,Fast Food Outlets,92.8
2016-06,Total,Food Caterers,92.3
2016-06,Total,Other Eating Places,102.9
2016-07,Total,Restaurants,93.3
2016-07,Total,Fast Food Outlets,109.9
2016-07,Total,Food Caterers,100.4
2016-07,Total,Other Eating Places,104.9
2016-08,Total,Restaurants,86.1
2016-08,Total,Fast Food Outlets,108.7
2016-08,Total,Food Caterers,106.9
2016-08,Total,Other Eating Places,102.4
2016-09,Total,Restaurants,90.1
2016-09,Total,Fast Food Outlets,105.3
2016-09,Total,Food Caterers,96.6
2016-09,Total,Other Eating Places,106.3
2016-10,Total,Restaurants,91.9
2016-10,Total,Fast Food Outlets,107.4
2016-10,Total,Food Caterers,100.1
2016-10,Total,Other Eating Places,103.6
2016-11,Total,Restaurants,82.3
2016-11,Total,Fast Food Outlets,106.7
2016-11,Total,Food Caterers,102.9
2016-11,Total,Other Eating Places,98.9
2016-12,Total,Restaurants,91.5
2016-12,Total,Fast Food Outlets,111
2016-12,Total,Food Caterers,106.2
2016-12,Total,Other Eating Places,104.4
2017-01,Total,Restaurants,97.1
2017-01,Total,Fast Food Outlets,111.9
2017-01,Total,Food Caterers,112.8
2017-01,Total,Other Eating Places,100
2017-02,Total,Restaurants,83.2
2017-02,Total,Fast Food Outlets,91.1
2017-02,Total,Food Caterers,100.4
2017-02,Total,Other Eating Places,96.6
2017-03,Total,Restaurants,75.7
2017-03,Total,Fast Food Outlets,105.6
2017-03,Total,Food Caterers,93.8
2017-03,Total,Other Eating Places,105.3
2017-04,Total,Restaurants,78.8
2017-04,Total,Fast Food Outlets,104.9
2017-04,Total,Food Caterers,94.2
2017-04,Total,Other Eating Places,101.1
2017-05,Total,Restaurants,83.5
2017-05,Total,Fast Food Outlets,105.5
2017-05,Total,Food Caterers,97
2017-05,Total,Other Eating Places,104.3
2017-06,Total,Restaurants,80
2017-06,Total,Fast Food Outlets,106.3
2017-06,Total,Food Caterers,96.9
2017-06,Total,Other Eating Places,103.7
2017-07,Total,Restaurants,87.9
2017-07,Total,Fast Food Outlets,117.8
2017-07,Total,Food Caterers,102.4
2017-07,Total,Other Eating Places,106.3
2017-08,Total,Restaurants,87.9
2017-08,Total,Fast Food Outlets,113
2017-08,Total,Food Caterers,109
2017-08,Total,Other Eating Places,107.7
2017-09,Total,Restaurants,86.8
2017-09,Total,Fast Food Outlets,106.3
2017-09,Total,Food Caterers,104.5
2017-09,Total,Other Eating Places,106.4
